Date;JourDeLaSemaine;Heure;ZoneAnalyse;Presence30Min;Continent;Pays;CategorieVisiteurs;TypeDeJour;Volume
2017-06-05;Lundi;12:30:00;Zone FIMU;Present;Europe;Pays De L'Est;Touriste Etranger;Periode evenement;78
2017-06-05;Lundi;13:00:00;Zone FIMU;Present;Amérique;États-Unis;Touriste Etranger;Periode evenement;53
2017-06-05;Lundi;13:00:00;Zone FIMU;Present;Europe;Espagne;Touriste Etranger;Periode evenement;44
2017-06-05;Lundi;13:00:00;Zone FIMU;Present;Europe;Pays De L'Est;Touriste Etranger;Periode evenement;64
2017-06-05;Lundi;13:00:00;Zone FIMU;Present;Europe;Suisse;Touriste Etranger;Periode evenement;53
2017-06-05;Lundi;13:30:00;Zone FIMU;Present;Europe;Autre pays d'Europe;Touriste Etranger;Periode evenement;76
2017-06-05;Lundi;13:30:00;Zone FIMU;Present;Europe;Pays De L'Est;Touriste Etranger;Periode evenement;32
2017-06-05;Lundi;13:30:00;Zone FIMU;Present;Europe;Royaume-Uni;Touriste Etranger;Periode evenement;176
2017-06-05;Lundi;14:00:00;Zone FIMU;Present;Europe;Autre pays d'Europe;Touriste Etranger;Periode evenement;37
2017-06-05;Lundi;14:00:00;Zone FIMU;Present;Europe;Belgique+Luxembourg;Touriste Etranger;Periode evenement;53
2017-06-05;Lundi;14:00:00;Zone FIMU;Present;Europe;Suisse;Touriste Etranger;Periode evenement;48
2017-06-05;Lundi;14:30:00;Zone FIMU;Present;Europe;Belgique+Luxembourg;Touriste Etranger;Periode evenement;47
2017-06-05;Lundi;14:30:00;Zone FIMU;Present;Europe;Espagne;Touriste Etranger;Periode evenement;57
2017-06-05;Lundi;14:30:00;Zone FIMU;Present;Europe;Pays De L'Est;Touriste Etranger;Periode evenement;56
2017-06-05;Lundi;14:30:00;Zone FIMU;Present;Europe;Suisse;Touriste Etranger;Periode evenement;50
2017-06-05;Lundi;15:00:00;Zone FIMU;Present;Europe;Espagne;Touriste Etranger;Periode evenement;51
2017-06-05;Lundi;15:00:00;Zone FIMU;Present;Europe;Pays De L'Est;Touriste Etranger;Periode evenement;54
2017-06-05;Lundi;15:00:00;Zone FIMU;Present;Europe;Russie;Touriste Etranger;Periode evenement;58
2017-06-05;Lundi;15:30:00;Zone FIMU;Present;Asie;Asie Océanie;Touriste Etranger;Periode evenement;80
2017-06-05;Lundi;15:30:00;Zone FIMU;Present;Europe;Autre pays d'Europe;Touriste Etranger;Periode evenement;25
2017-06-05;Lundi;15:30:00;Zone FIMU;Present;Europe;Pays De L'Est;Touriste Etranger;Periode evenement;100
2017-06-05;Lundi;15:30:00;Zone FIMU;Present;Europe;Suisse;Touriste Etranger;Periode evenement;42
2017-06-05;Lundi;16:00:00;Zone FIMU;Present;Europe;Allemagne;Touriste Etranger;Periode evenement;121
2017-06-05;Lundi;16:00:00;Zone FIMU;Present;Europe;Autre pays d'Europe;Touriste Etranger;Periode evenement;113
2017-06-05;Lundi;16:00:00;Zone FIMU;Present;Europe;Suisse;Touriste Etranger;Periode evenement;46
2017-06-05;Lundi;16:30:00;Zone FIMU;Present;Autre;Reste Du Monde;Touriste Etranger;Periode evenement;55
2017-06-05;Lundi;16:30:00;Zone FIMU;Present;Europe;Allemagne;Touriste Etranger;Periode evenement;112
2017-06-05;Lundi;16:30:00;Zone FIMU;Present;Europe;Autre pays d'Europe;Touriste Etranger;Periode evenement;33
2017-06-05;Lundi;16:30:00;Zone FIMU;Present;Europe;Pays De L'Est;Touriste Etranger;Periode evenement;56
2017-06-05;Lundi;16:30:00;Zone FIMU;Present;Europe;Russie;Touriste Etranger;Periode evenement;31
2017-06-05;Lundi;16:30:00;Zone FIMU;Present;Europe;Suisse;Touriste Etranger;Periode evenement;92
2017-06-05;Lundi;17:00:00;Zone FIMU;Present;Europe;Autre pays d'Europe;Touriste Etranger;Periode evenement;36
2017-06-05;Lundi;17:00:00;Zone FIMU;Present;Europe;Pays De L'Est;Touriste Etranger;Periode evenement;69
2017-06-05;Lundi;17:30:00;Zone FIMU;Present;Europe;Autre pays d'Europe;Touriste Etranger;Periode evenement;154
2017-06-05;Lundi;17:30:00;Zone FIMU;Present;Europe;Pays De L'Est;Touriste Etranger;Periode evenement;29
2017-06-05;Lundi;17:30:00;Zone FIMU;Present;Europe;Russie;Touriste Etranger;Periode evenement;32
2017-06-05;Lundi;18:00:00;Zone FIMU;Present;Amérique;Reste Du Monde;Touriste Etranger;Periode evenement;121
2017-06-05;Lundi;18:00:00;Zone FIMU;Present;Autre;Reste Du Monde;Touriste Etranger;Periode evenement;59
2017-06-05;Lundi;18:00:00;Zone FIMU;Present;Europe;Autre pays d'Europe;Touriste Etranger;Periode evenement;91
2017-06-05;Lundi;18:00:00;Zone FIMU;Present;Europe;Pays De L'Est;Touriste Etranger;Periode evenement;211
2017-06-05;Lundi;18:00:00;Zone FIMU;Present;Europe;Russie;Touriste Etranger;Periode evenement;66
2017-06-05;Lundi;18:00:00;Zone FIMU;Present;Europe;Suisse;Touriste Etranger;Periode evenement;54
2017-06-05;Lundi;18:30:00;Zone FIMU;Present;Afrique;Reste Du Monde;Touriste Etranger;Periode evenement;39
2017-06-05;Lundi;18:30:00;Zone FIMU;Present;Europe;Autre pays d'Europe;Touriste Etranger;Periode evenement;37
2017-06-05;Lundi;18:30:00;Zone FIMU;Present;Europe;Belgique+Luxembourg;Touriste Etranger;Periode evenement;58
2017-06-05;Lundi;18:30:00;Zone FIMU;Present;Europe;Pays De L'Est;Touriste Etranger;Periode evenement;107
2017-06-05;Lundi;18:30:00;Zone FIMU;Present;Europe;Suisse;Touriste Etranger;Periode evenement;62
2017-06-05;Lundi;19:00:00;Zone FIMU;Present;Europe;Pays De L'Est;Touriste Etranger;Periode evenement;81
2017-06-05;Lundi;19:30:00;Zone FIMU;Present;Afrique;Reste Du Monde;Touriste Etranger;Periode evenement;99
2017-06-05;Lundi;19:30:00;Zone FIMU;Present;Amérique;Reste Du Monde;Touriste Etranger;Periode evenement;161
2017-06-05;Lundi;19:30:00;Zone FIMU;Present;Europe;Autre pays d'Europe;Touriste Etranger;Periode evenement;61
2017-06-05;Lundi;19:30:00;Zone FIMU;Present;Europe;Pays De L'Est;Touriste Etranger;Periode evenement;41
2017-06-05;Lundi;20:00:00;Zone FIMU;Present;Amérique;Reste Du Monde;Touriste Etranger;Periode evenement;161
2017-06-05;Lundi;20:00:00;Zone FIMU;Present;Europe;Allemagne;Touriste Etranger;Periode evenement;36
2017-06-05;Lundi;20:00:00;Zone FIMU;Present;Europe;Autre pays d'Europe;Touriste Etranger;Periode evenement;134
2017-06-05;Lundi;20:00:00;Zone FIMU;Present;Europe;Pays De L'Est;Touriste Etranger;Periode evenement;91
2017-06-05;Lundi;20:00:00;Zone FIMU;Present;Europe;Russie;Touriste Etranger;Periode evenement;44
2017-06-05;Lundi;20:30:00;Zone FIMU;Present;Europe;Pays De L'Est;Touriste Etranger;Periode evenement;40
2017-06-05;Lundi;20:30:00;Zone FIMU;Present;Europe;Russie;Touriste Etranger;Periode evenement;44
2017-06-05;Lundi;21:30:00;Zone FIMU;Present;Europe;Pays De L'Est;Touriste Etranger;Periode evenement;40
2017-06-05;Lundi;21:30:00;Zone FIMU;Present;Europe;Russie;Touriste Etranger;Periode evenement;44
2017-06-05;Lundi;22:00:00;Zone FIMU;Present;Europe;Autre pays d'Europe;Touriste Etranger;Periode evenement;93
2017-06-05;Lundi;22:00:00;Zone FIMU;Present;Europe;Russie;Touriste Etranger;Periode evenement;41
2017-06-05;Lundi;22:30:00;Zone FIMU;Present;Europe;Autre pays d'Europe;Touriste Etranger;Periode evenement;60
2017-06-05;Lundi;22:30:00;Zone FIMU;Present;Europe;Russie;Touriste Etranger;Periode evenement;87
2017-06-05;Lundi;22:30:00;Zone FIMU;Present;Europe;Suisse;Touriste Etranger;Periode evenement;71
2017-06-05;Lundi;23:00:00;Zone FIMU;Present;Europe;Russie;Touriste Etranger;Periode evenement;44
2017-06-05;Lundi;23:30:00;Zone FIMU;Present;Afrique;Reste Du Monde;Touriste Etranger;Periode evenement;59
2017-06-06;Mardi;08:00:00;Zone FIMU;Present;Europe;Autre pays d'Europe;Touriste Etranger;Periode normale;42
2017-06-06;Mardi;08:00:00;Zone FIMU;Present;Europe;Belgique+Luxembourg;Touriste Etranger;Periode normale;53
2017-06-06;Mardi;10:00:00;Zone FIMU;Present;Europe;Suisse;Touriste Etranger;Periode normale;52
2017-06-06;Mardi;10:30:00;Zone FIMU;Present;Europe;Suisse;Touriste Etranger;Periode normale;96
2017-06-06;Mardi;11:00:00;Zone FIMU;Present;Afrique;Reste Du Monde;Touriste Etranger;Periode normale;37
2017-06-06;Mardi;11:00:00;Zone FIMU;Present;Europe;Pays De L'Est;Touriste Etranger;Periode normale;71
2017-06-06;Mardi;11:00:00;Zone FIMU;Present;Europe;Suisse;Touriste Etranger;Periode normale;83
2017-06-06;Mardi;11:30:00;Zone FIMU;Present;Europe;Suisse;Touriste Etranger;Periode normale;37
2017-06-06;Mardi;12:00:00;Zone FIMU;Present;Europe;Autre pays d'Europe;Touriste Etranger;Periode normale;40
2017-06-06;Mardi;12:00:00;Zone FIMU;Present;Europe;Suisse;Touriste Etranger;Periode normale;88
2017-06-06;Mardi;12:30:00;Zone FIMU;Present;Asie;Asie Océanie;Touriste Etranger;Periode normale;99
2017-06-06;Mardi;12:30:00;Zone FIMU;Present;Europe;Autre pays d'Europe;Touriste Etranger;Periode normale;43
2017-06-06;Mardi;12:30:00;Zone FIMU;Present;Europe;Suisse;Touriste Etranger;Periode normale;43
2017-06-06;Mardi;13:30:00;Zone FIMU;Present;Europe;Autre pays d'Europe;Touriste Etranger;Periode normale;45
2017-06-06;Mardi;13:30:00;Zone FIMU;Present;Europe;Suisse;Touriste Etranger;Periode normale;107
2017-06-06;Mardi;14:00:00;Zone FIMU;Present;Europe;Autre pays d'Europe;Touriste Etranger;Periode normale;35
2017-06-06;Mardi;16:30:00;Zone FIMU;Present;Europe;Suisse;Touriste Etranger;Periode normale;45
2017-06-06;Mardi;17:00:00;Zone FIMU;Present;Europe;Suisse;Touriste Etranger;Periode normale;45
2017-06-06;Mardi;18:00:00;Zone FIMU;Present;Europe;Espagne;Touriste Etranger;Periode normale;44
2017-06-06;Mardi;18:00:00;Zone FIMU;Present;Europe;Suisse;Touriste Etranger;Periode normale;45
2017-06-06;Mardi;19:00:00;Zone FIMU;Present;Asie;Asie Océanie;Touriste Etranger;Periode normale;224
2017-06-06;Mardi;19:30:00;Zone FIMU;Present;Asie;Asie Océanie;Touriste Etranger;Periode normale;122
2017-06-06;Mardi;20:00:00;Zone FIMU;Present;Europe;Allemagne;Touriste Etranger;Periode normale;49
2017-06-06;Mardi;20:00:00;Zone FIMU;Present;Europe;Espagne;Touriste Etranger;Periode normale;44
2017-06-06;Mardi;20:30:00;Zone FIMU;Present;Amérique;Reste Du Monde;Touriste Etranger;Periode normale;120
2017-06-06;Mardi;20:30:00;Zone FIMU;Present;Europe;Pays De L'Est;Touriste Etranger;Periode normale;37
2017-06-06;Mardi;21:00:00;Zone FIMU;Present;Amérique;Reste Du Monde;Touriste Etranger;Periode normale;120
2017-06-06;Mardi;21:00:00;Zone FIMU;Present;Europe;Pays De L'Est;Touriste Etranger;Periode normale;37
2017-06-06;Mardi;21:30:00;Zone FIMU;Present;Europe;Espagne;Touriste Etranger;Periode normale;44
2017-06-06;Mardi;21:30:00;Zone FIMU;Present;Europe;Pays De L'Est;Touriste Etranger;Periode normale;37
2017-06-07;Mercredi;02:00:00;Zone FIMU;Present;Afrique;Reste Du Monde;Touriste Etranger;Periode normale;44
2017-06-07;Mercredi;02:30:00;Zone FIMU;Present;Afrique;Reste Du Monde;Touriste Etranger;Periode normale;44
2017-06-07;Mercredi;03:00:00;Zone FIMU;Present;Afrique;Reste Du Monde;Touriste Etranger;Periode normale;44
2017-06-07;Mercredi;05:30:00;Zone FIMU;Present;Asie;Asie Océanie;Touriste Etranger;Periode normale;122
2017-06-07;Mercredi;06:00:00;Zone FIMU;Present;Asie;Asie Océanie;Touriste Etranger;Periode normale;122
2017-06-07;Mercredi;08:00:00;Zone FIMU;Present;Amérique;États-Unis;Touriste Etranger;Periode normale;59
2017-06-07;Mercredi;08:00:00;Zone FIMU;Present;Asie;Asie Océanie;Touriste Etranger;Periode normale;122
2017-06-07;Mercredi;08:30:00;Zone FIMU;Present;Europe;Italie;Touriste Etranger;Periode normale;52
2017-06-07;Mercredi;08:30:00;Zone FIMU;Present;Europe;Suisse;Touriste Etranger;Periode normale;45
2017-06-07;Mercredi;09:00:00;Zone FIMU;Present;Asie;Asie Océanie;Touriste Etranger;Periode normale;122
2017-06-07;Mercredi;09:30:00;Zone FIMU;Present;Europe;Suisse;Touriste Etranger;Periode normale;45
2017-06-07;Mercredi;10:00:00;Zone FIMU;Present;Europe;Suisse;Touriste Etranger;Periode normale;48
2017-06-07;Mercredi;11:00:00;Zone FIMU;Present;Afrique;Reste Du Monde;Touriste Etranger;Periode normale;41
2017-06-07;Mercredi;12:00:00;Zone FIMU;Present;Europe;Allemagne;Touriste Etranger;Periode normale;23
2017-06-07;Mercredi;12:00:00;Zone FIMU;Present;Europe;Autre pays d'Europe;Touriste Etranger;Periode normale;30
2017-06-07;Mercredi;12:00:00;Zone FIMU;Present;Europe;Pays De L'Est;Touriste Etranger;Periode normale;26
2017-06-07;Mercredi;13:00:00;Zone FIMU;Present;Europe;Pays De L'Est;Touriste Etranger;Periode normale;32
2017-06-07;Mercredi;13:30:00;Zone FIMU;Present;Europe;Pays De L'Est;Touriste Etranger;Periode normale;32
2017-06-07;Mercredi;15:00:00;Zone FIMU;Present;Europe;Suisse;Touriste Etranger;Periode normale;37
2017-06-07;Mercredi;16:00:00;Zone FIMU;Present;Asie;Asie Océanie;Touriste Etranger;Periode normale;105
2017-06-07;Mercredi;16:30:00;Zone FIMU;Present;Amérique;États-Unis;Touriste Etranger;Periode normale;61
2017-06-07;Mercredi;16:30:00;Zone FIMU;Present;Europe;Suisse;Touriste Etranger;Periode normale;55
2017-06-07;Mercredi;17:00:00;Zone FIMU;Present;Amérique;Reste Du Monde;Touriste Etranger;Periode normale;124
2017-06-07;Mercredi;17:00:00;Zone FIMU;Present;Europe;Autre pays d'Europe;Touriste Etranger;Periode normale;33
2017-06-07;Mercredi;17:30:00;Zone FIMU;Present;Europe;Pays De L'Est;Touriste Etranger;Periode normale;43
2017-06-07;Mercredi;18:30:00;Zone FIMU;Present;Europe;Autre pays d'Europe;Touriste Etranger;Periode normale;33
2017-06-07;Mercredi;18:30:00;Zone FIMU;Present;Europe;Suisse;Touriste Etranger;Periode normale;37
2017-06-07;Mercredi;19:00:00;Zone FIMU;Present;Europe;Espagne;Touriste Etranger;Periode normale;45
2017-06-07;Mercredi;19:00:00;Zone FIMU;Present;Europe;Suisse;Touriste Etranger;Periode normale;54
2017-06-07;Mercredi;20:00:00;Zone FIMU;Present;Europe;Autre pays d'Europe;Touriste Etranger;Periode normale;32
2017-06-07;Mercredi;20:00:00;Zone FIMU;Present;Europe;Pays De L'Est;Touriste Etranger;Periode normale;40
2017-06-07;Mercredi;20:00:00;Zone FIMU;Present;Europe;Suisse;Touriste Etranger;Periode normale;38
2017-06-07;Mercredi;21:00:00;Zone FIMU;Present;Europe;Autre pays d'Europe;Touriste Etranger;Periode normale;37
2017-06-07;Mercredi;21:00:00;Zone FIMU;Present;Europe;Pays De L'Est;Touriste Etranger;Periode normale;47
2017-06-07;Mercredi;21:00:00;Zone FIMU;Present;Europe;Suisse;Touriste Etranger;Periode normale;67
2017-06-07;Mercredi;22:00:00;Zone FIMU;Present;Europe;Autre pays d'Europe;Touriste Etranger;Periode normale;218
2017-06-07;Mercredi;23:00:00;Zone FIMU;Present;Europe;Suisse;Touriste Etranger;Periode normale;67
2017-06-08;Jeudi;00:00:00;Zone FIMU;Present;Europe;Pays De L'Est;Touriste Etranger;Periode normale;51
2017-06-08;Jeudi;07:30:00;Zone FIMU;Present;Europe;Autre pays d'Europe;Touriste Etranger;Periode normale;46
2017-06-08;Jeudi;07:30:00;Zone FIMU;Present;Europe;Pays De L'Est;Touriste Etranger;Periode normale;51
2017-06-08;Jeudi;08:00:00;Zone FIMU;Present;Amérique;États-Unis;Touriste Etranger;Periode normale;74
2017-06-08;Jeudi;08:00:00;Zone FIMU;Present;Europe;Pays De L'Est;Touriste Etranger;Periode normale;51
2017-06-08;Jeudi;08:30:00;Zone FIMU;Present;Europe;Pays De L'Est;Touriste Etranger;Periode normale;51
2017-06-08;Jeudi;09:00:00;Zone FIMU;Present;Europe;Pays De L'Est;Touriste Etranger;Periode normale;46
2017-06-08;Jeudi;10:30:00;Zone FIMU;Present;Europe;Suisse;Touriste Etranger;Periode normale;56
2017-06-08;Jeudi;11:00:00;Zone FIMU;Present;Europe;Autre pays d'Europe;Touriste Etranger;Periode normale;46
2017-06-08;Jeudi;11:00:00;Zone FIMU;Present;Europe;Suisse;Touriste Etranger;Periode normale;56
2017-06-08;Jeudi;12:00:00;Zone FIMU;Present;Europe;Pays De L'Est;Touriste Etranger;Periode normale;24
2017-06-08;Jeudi;12:00:00;Zone FIMU;Present;Europe;Suisse;Touriste Etranger;Periode normale;77
2017-06-08;Jeudi;12:30:00;Zone FIMU;Present;Europe;Allemagne;Touriste Etranger;Periode normale;35
2017-06-08;Jeudi;12:30:00;Zone FIMU;Present;Europe;Suisse;Touriste Etranger;Periode normale;40
2017-06-08;Jeudi;13:00:00;Zone FIMU;Present;Europe;Espagne;Touriste Etranger;Periode normale;34
2017-06-08;Jeudi;13:30:00;Zone FIMU;Present;Afrique;Reste Du Monde;Touriste Etranger;Periode normale;27
2017-06-08;Jeudi;13:30:00;Zone FIMU;Present;Europe;Autre pays d'Europe;Touriste Etranger;Periode normale;130
2017-06-08;Jeudi;14:00:00;Zone FIMU;Present;Europe;Suisse;Touriste Etranger;Periode normale;41
2017-06-08;Jeudi;17:00:00;Zone FIMU;Present;Europe;Autre pays d'Europe;Touriste Etranger;Periode normale;29
2017-06-08;Jeudi;18:30:00;Zone FIMU;Present;Europe;Autre pays d'Europe;Touriste Etranger;Periode normale;29
2017-06-08;Jeudi;18:30:00;Zone FIMU;Present;Europe;Pays-Bas;Touriste Etranger;Periode normale;59
2017-06-08;Jeudi;19:00:00;Zone FIMU;Present;Afrique;Reste Du Monde;Touriste Etranger;Periode normale;25
2017-06-08;Jeudi;20:30:00;Zone FIMU;Present;Afrique;Reste Du Monde;Touriste Etranger;Periode normale;62
2017-06-08;Jeudi;20:30:00;Zone FIMU;Present;Europe;Espagne;Touriste Etranger;Periode normale;40
2017-06-08;Jeudi;21:00:00;Zone FIMU;Present;Europe;Autre pays d'Europe;Touriste Etranger;Periode normale;148
2017-06-08;Jeudi;21:00:00;Zone FIMU;Present;Europe;Italie;Touriste Etranger;Periode normale;47
2017-06-08;Jeudi;21:30:00;Zone FIMU;Present;Europe;Autre pays d'Europe;Touriste Etranger;Periode normale;50
2017-06-08;Jeudi;21:30:00;Zone FIMU;Present;Europe;Italie;Touriste Etranger;Periode normale;47
2017-06-08;Jeudi;22:00:00;Zone FIMU;Present;Europe;Belgique+Luxembourg;Touriste Etranger;Periode normale;36
2017-06-08;Jeudi;22:30:00;Zone FIMU;Present;Europe;Italie;Touriste Etranger;Periode normale;47
2017-06-08;Jeudi;23:00:00;Zone FIMU;Present;Europe;Autre pays d'Europe;Touriste Etranger;Periode normale;50
2017-06-08;Jeudi;23:00:00;Zone FIMU;Present;Europe;Belgique+Luxembourg;Touriste Etranger;Periode normale;46
2017-06-08;Jeudi;23:00:00;Zone FIMU;Present;Europe;Italie;Touriste Etranger;Periode normale;94
2017-06-09;Vendredi;05:00:00;Zone FIMU;Present;Afrique;Reste Du Monde;Touriste Etranger;Periode normale;40
2017-06-09;Vendredi;06:30:00;Zone FIMU;Present;Europe;Autre pays d'Europe;Touriste Etranger;Periode normale;29
2017-06-09;Vendredi;08:30:00;Zone FIMU;Present;Europe;Italie;Touriste Etranger;Periode normale;47
2017-06-09;Vendredi;09:00:00;Zone FIMU;Present;Europe;Pays De L'Est;Touriste Etranger;Periode normale;34
2017-06-09;Vendredi;09:30:00;Zone FIMU;Present;Europe;Pays De L'Est;Touriste Etranger;Periode normale;34
2017-06-09;Vendredi;10:00:00;Zone FIMU;Present;Asie;Asie Océanie;Touriste Etranger;Periode normale;68
2017-06-09;Vendredi;10:00:00;Zone FIMU;Present;Europe;Belgique+Luxembourg;Touriste Etranger;Periode normale;46
2017-06-09;Vendredi;10:30:00;Zone FIMU;Present;Europe;Autre pays d'Europe;Touriste Etranger;Periode normale;50
2017-06-09;Vendredi;11:00:00;Zone FIMU;Present;Europe;Belgique+Luxembourg;Touriste Etranger;Periode normale;49
2017-06-09;Vendredi;11:30:00;Zone FIMU;Present;Afrique;Reste Du Monde;Touriste Etranger;Periode normale;26
2017-06-09;Vendredi;12:30:00;Zone FIMU;Present;Asie;Asie Océanie;Touriste Etranger;Periode normale;74
2017-06-09;Vendredi;13:00:00;Zone FIMU;Present;Europe;Pays De L'Est;Touriste Etranger;Periode normale;37
2017-06-09;Vendredi;13:30:00;Zone FIMU;Present;Europe;Pays De L'Est;Touriste Etranger;Periode normale;30
2017-06-09;Vendredi;14:30:00;Zone FIMU;Present;Europe;Suisse;Touriste Etranger;Periode normale;53
2017-06-09;Vendredi;15:00:00;Zone FIMU;Present;Asie;Asie Océanie;Touriste Etranger;Periode normale;100
2017-06-09;Vendredi;15:00:00;Zone FIMU;Present;Europe;Pays De L'Est;Touriste Etranger;Periode normale;37
2017-06-09;Vendredi;15:30:00;Zone FIMU;Present;Europe;Pays De L'Est;Touriste Etranger;Periode normale;54
2017-06-09;Vendredi;16:00:00;Zone FIMU;Present;Europe;Allemagne;Touriste Etranger;Periode normale;112
2017-06-09;Vendredi;16:30:00;Zone FIMU;Present;Afrique;Reste Du Monde;Touriste Etranger;Periode normale;33
2017-06-09;Vendredi;16:30:00;Zone FIMU;Present;Europe;Pays-Bas;Touriste Etranger;Periode normale;97
2017-06-09;Vendredi;17:00:00;Zone FIMU;Present;Europe;Allemagne;Touriste Etranger;Periode normale;39
2017-06-09;Vendredi;18:30:00;Zone FIMU;Present;Europe;Pays De L'Est;Touriste Etranger;Periode normale;46
2017-06-09;Vendredi;19:00:00;Zone FIMU;Present;Europe;Allemagne;Touriste Etranger;Periode normale;39
2017-06-09;Vendredi;19:30:00;Zone FIMU;Present;Europe;Pays De L'Est;Touriste Etranger;Periode normale;56
2017-06-09;Vendredi;20:00:00;Zone FIMU;Present;Europe;Autre pays d'Europe;Touriste Etranger;Periode normale;47
2017-06-09;Vendredi;20:00:00;Zone FIMU;Present;Europe;Espagne;Touriste Etranger;Periode normale;65
2017-06-09;Vendredi;20:00:00;Zone FIMU;Present;Europe;Pays-Bas;Touriste Etranger;Periode normale;97
2017-06-09;Vendredi;20:30:00;Zone FIMU;Present;Europe;Belgique+Luxembourg;Touriste Etranger;Periode normale;59
2017-06-09;Vendredi;21:00:00;Zone FIMU;Present;Europe;Autre pays d'Europe;Touriste Etranger;Periode normale;114
2017-06-09;Vendredi;21:00:00;Zone FIMU;Present;Europe;Belgique+Luxembourg;Touriste Etranger;Periode normale;59
