Date;JourDeLaSemaine;ZoneAnalyse;CSP;Geolife;CategorieVisiteurs;VisiteurUniqueSur;TypeDeJour;Volume
2017-06-17;Samedi;Zone FIMU;CSP+;urbain dynamique;Touriste Français;12 jours;Periode normale;679
2017-06-17;Samedi;Zone FIMU;CSP+;urbain dynamique;Touriste Français;13 jours;Periode normale;852
2017-06-17;Samedi;Zone FIMU;CSP+;urbain dynamique;Touriste Français;14 jours;Periode normale;1258
2017-06-17;Samedi;Zone FIMU;CSP+;urbain familial aise;Touriste Français;01 jours;Periode normale;257
2017-06-17;Samedi;Zone FIMU;CSP+;urbain familial aise;Touriste Français;02 jours;Periode normale;391
2017-06-17;Samedi;Zone FIMU;CSP+;urbain familial aise;Touriste Français;03 jours;Periode normale;391
2017-06-17;Samedi;Zone FIMU;CSP+;urbain familial aise;Touriste Français;04 jours;Periode normale;448
2017-06-17;Samedi;Zone FIMU;CSP+;urbain familial aise;Touriste Français;05 jours;Periode normale;541
2017-06-17;Samedi;Zone FIMU;CSP+;urbain familial aise;Touriste Français;06 jours;Periode normale;541
2017-06-17;Samedi;Zone FIMU;CSP+;urbain familial aise;Touriste Français;07 jours;Periode normale;561
2017-06-17;Samedi;Zone FIMU;CSP+;urbain familial aise;Touriste Français;08 jours;Periode normale;638
2017-06-17;Samedi;Zone FIMU;CSP+;urbain familial aise;Touriste Français;09 jours;Periode normale;638
2017-06-17;Samedi;Zone FIMU;CSP+;urbain familial aise;Touriste Français;10 jours;Periode normale;698
2017-06-17;Samedi;Zone FIMU;CSP+;urbain familial aise;Touriste Français;11 jours;Periode normale;698
2017-06-17;Samedi;Zone FIMU;CSP+;urbain familial aise;Touriste Français;12 jours;Periode normale;720
2017-06-17;Samedi;Zone FIMU;CSP+;urbain familial aise;Touriste Français;13 jours;Periode normale;931
2017-06-17;Samedi;Zone FIMU;CSP+;urbain familial aise;Touriste Français;14 jours;Periode normale;1193
2017-06-17;Samedi;Zone FIMU;NR;NR;Resident;01 jours;Periode normale;143
2017-06-17;Samedi;Zone FIMU;NR;NR;Resident;02 jours;Periode normale;214
2017-06-17;Samedi;Zone FIMU;NR;NR;Resident;03 jours;Periode normale;245
2017-06-17;Samedi;Zone FIMU;NR;NR;Resident;04 jours;Periode normale;278
2017-06-17;Samedi;Zone FIMU;NR;NR;Resident;05 jours;Periode normale;293
2017-06-17;Samedi;Zone FIMU;NR;NR;Resident;06 jours;Periode normale;352
2017-06-17;Samedi;Zone FIMU;NR;NR;Resident;07 jours;Periode normale;352
2017-06-17;Samedi;Zone FIMU;NR;NR;Resident;08 jours;Periode normale;409
2017-06-17;Samedi;Zone FIMU;NR;NR;Resident;09 jours;Periode normale;427
2017-06-17;Samedi;Zone FIMU;NR;NR;Resident;10 jours;Periode normale;427
2017-06-17;Samedi;Zone FIMU;NR;NR;Resident;11 jours;Periode normale;475
2017-06-17;Samedi;Zone FIMU;NR;NR;Resident;12 jours;Periode normale;475
2017-06-17;Samedi;Zone FIMU;NR;NR;Resident;13 jours;Periode normale;508
2017-06-17;Samedi;Zone FIMU;NR;NR;Resident;14 jours;Periode normale;522
2017-06-17;Samedi;Zone FIMU;NR;NR;Touriste Français;01 jours;Periode normale;1937
2017-06-17;Samedi;Zone FIMU;NR;NR;Touriste Français;02 jours;Periode normale;3940
2017-06-17;Samedi;Zone FIMU;NR;NR;Touriste Français;03 jours;Periode normale;5046
2017-06-17;Samedi;Zone FIMU;NR;NR;Touriste Français;04 jours;Periode normale;6161
2017-06-17;Samedi;Zone FIMU;NR;NR;Touriste Français;05 jours;Periode normale;7013
2017-06-17;Samedi;Zone FIMU;NR;NR;Touriste Français;06 jours;Periode normale;8042
2017-06-17;Samedi;Zone FIMU;NR;NR;Touriste Français;07 jours;Periode normale;8392
2017-06-17;Samedi;Zone FIMU;NR;NR;Touriste Français;08 jours;Periode normale;8946
2017-06-17;Samedi;Zone FIMU;NR;NR;Touriste Français;09 jours;Periode normale;9702
2017-06-17;Samedi;Zone FIMU;NR;NR;Touriste Français;10 jours;Periode normale;10645
2017-06-17;Samedi;Zone FIMU;NR;NR;Touriste Français;11 jours;Periode normale;11198
2017-06-17;Samedi;Zone FIMU;NR;NR;Touriste Français;12 jours;Periode normale;11829
2017-06-17;Samedi;Zone FIMU;NR;NR;Touriste Français;13 jours;Periode normale;12518
2017-06-17;Samedi;Zone FIMU;NR;NR;Touriste Français;14 jours;Periode normale;13609
2017-06-17;Samedi;Zone FIMU;Populaire;populaire;Resident;01 jours;Periode normale;1935
2017-06-17;Samedi;Zone FIMU;Populaire;populaire;Resident;02 jours;Periode normale;3010
2017-06-17;Samedi;Zone FIMU;Populaire;populaire;Resident;03 jours;Periode normale;3729
2017-06-17;Samedi;Zone FIMU;Populaire;populaire;Resident;04 jours;Periode normale;4371
2017-06-17;Samedi;Zone FIMU;Populaire;populaire;Resident;05 jours;Periode normale;4791
2017-06-17;Samedi;Zone FIMU;Populaire;populaire;Resident;06 jours;Periode normale;5241
2017-06-17;Samedi;Zone FIMU;Populaire;populaire;Resident;07 jours;Periode normale;5355
2017-06-17;Samedi;Zone FIMU;Populaire;populaire;Resident;08 jours;Periode normale;5736
2017-06-17;Samedi;Zone FIMU;Populaire;populaire;Resident;09 jours;Periode normale;6142
2017-06-17;Samedi;Zone FIMU;Populaire;populaire;Resident;10 jours;Periode normale;6378
2017-06-17;Samedi;Zone FIMU;Populaire;populaire;Resident;11 jours;Periode normale;6648
2017-06-17;Samedi;Zone FIMU;Populaire;populaire;Resident;12 jours;Periode normale;6825
2017-06-17;Samedi;Zone FIMU;Populaire;populaire;Resident;13 jours;Periode normale;7138
2017-06-17;Samedi;Zone FIMU;Populaire;populaire;Resident;14 jours;Periode normale;7711
2017-06-17;Samedi;Zone FIMU;Populaire;populaire;Touriste Français;01 jours;Periode normale;533
2017-06-17;Samedi;Zone FIMU;Populaire;populaire;Touriste Français;02 jours;Periode normale;795
2017-06-17;Samedi;Zone FIMU;Populaire;populaire;Touriste Français;03 jours;Periode normale;936
2017-06-17;Samedi;Zone FIMU;Populaire;populaire;Touriste Français;04 jours;Periode normale;1106
2017-06-17;Samedi;Zone FIMU;Populaire;populaire;Touriste Français;05 jours;Periode normale;1343
2017-06-17;Samedi;Zone FIMU;Populaire;populaire;Touriste Français;06 jours;Periode normale;1393
2017-06-17;Samedi;Zone FIMU;Populaire;populaire;Touriste Français;07 jours;Periode normale;1542
2017-06-17;Samedi;Zone FIMU;Populaire;populaire;Touriste Français;08 jours;Periode normale;1840
2017-06-17;Samedi;Zone FIMU;Populaire;populaire;Touriste Français;09 jours;Periode normale;1950
2017-06-17;Samedi;Zone FIMU;Populaire;populaire;Touriste Français;10 jours;Periode normale;2128
2017-06-17;Samedi;Zone FIMU;Populaire;populaire;Touriste Français;11 jours;Periode normale;2276
2017-06-17;Samedi;Zone FIMU;Populaire;populaire;Touriste Français;12 jours;Periode normale;2330
2017-06-17;Samedi;Zone FIMU;Populaire;populaire;Touriste Français;13 jours;Periode normale;3052
2017-06-17;Samedi;Zone FIMU;Populaire;populaire;Touriste Français;14 jours;Periode normale;3984
2017-06-17;Samedi;Zone FIMU;Populaire;rural ouvrier;Resident;01 jours;Periode normale;191
2017-06-17;Samedi;Zone FIMU;Populaire;rural ouvrier;Resident;02 jours;Periode normale;495
2017-06-17;Samedi;Zone FIMU;Populaire;rural ouvrier;Resident;03 jours;Periode normale;603
2017-06-17;Samedi;Zone FIMU;Populaire;rural ouvrier;Resident;04 jours;Periode normale;713
2017-06-17;Samedi;Zone FIMU;Populaire;rural ouvrier;Resident;05 jours;Periode normale;788
2017-06-17;Samedi;Zone FIMU;Populaire;rural ouvrier;Resident;06 jours;Periode normale;874
2017-06-17;Samedi;Zone FIMU;Populaire;rural ouvrier;Resident;07 jours;Periode normale;945
2017-06-17;Samedi;Zone FIMU;Populaire;rural ouvrier;Resident;08 jours;Periode normale;1095
2017-06-17;Samedi;Zone FIMU;Populaire;rural ouvrier;Resident;09 jours;Periode normale;1227
2017-06-17;Samedi;Zone FIMU;Populaire;rural ouvrier;Resident;10 jours;Periode normale;1303
2017-06-17;Samedi;Zone FIMU;Populaire;rural ouvrier;Resident;11 jours;Periode normale;1393
2017-06-17;Samedi;Zone FIMU;Populaire;rural ouvrier;Resident;12 jours;Periode normale;1589
2017-06-17;Samedi;Zone FIMU;Populaire;rural ouvrier;Resident;13 jours;Periode normale;1701
2017-06-17;Samedi;Zone FIMU;Populaire;rural ouvrier;Resident;14 jours;Periode normale;2007
2017-06-17;Samedi;Zone FIMU;Populaire;rural ouvrier;Touriste Français;01 jours;Periode normale;819
2017-06-17;Samedi;Zone FIMU;Populaire;rural ouvrier;Touriste Français;02 jours;Periode normale;1752
2017-06-17;Samedi;Zone FIMU;Populaire;rural ouvrier;Touriste Français;03 jours;Periode normale;2276
2017-06-17;Samedi;Zone FIMU;Populaire;rural ouvrier;Touriste Français;04 jours;Periode normale;2737
2017-06-17;Samedi;Zone FIMU;Populaire;rural ouvrier;Touriste Français;05 jours;Periode normale;3235
2017-06-17;Samedi;Zone FIMU;Populaire;rural ouvrier;Touriste Français;06 jours;Periode normale;3457
2017-06-17;Samedi;Zone FIMU;Populaire;rural ouvrier;Touriste Français;07 jours;Periode normale;3757
2017-06-17;Samedi;Zone FIMU;Populaire;rural ouvrier;Touriste Français;08 jours;Periode normale;4455
2017-06-17;Samedi;Zone FIMU;Populaire;rural ouvrier;Touriste Français;09 jours;Periode normale;4866
2017-06-17;Samedi;Zone FIMU;Populaire;rural ouvrier;Touriste Français;10 jours;Periode normale;5341
2017-06-17;Samedi;Zone FIMU;Populaire;rural ouvrier;Touriste Français;11 jours;Periode normale;5658
2017-06-17;Samedi;Zone FIMU;Populaire;rural ouvrier;Touriste Français;12 jours;Periode normale;5932
2017-06-17;Samedi;Zone FIMU;Populaire;rural ouvrier;Touriste Français;13 jours;Periode normale;7015
2017-06-17;Samedi;Zone FIMU;Populaire;rural ouvrier;Touriste Français;14 jours;Periode normale;9361
2017-06-17;Samedi;Zone FIMU;Populaire;rural traditionnel;Resident;01 jours;Periode normale;351
2017-06-17;Samedi;Zone FIMU;Populaire;rural traditionnel;Resident;02 jours;Periode normale;888
2017-06-17;Samedi;Zone FIMU;Populaire;rural traditionnel;Resident;03 jours;Periode normale;1318
2017-06-17;Samedi;Zone FIMU;Populaire;rural traditionnel;Resident;04 jours;Periode normale;1514
2017-06-17;Samedi;Zone FIMU;Populaire;rural traditionnel;Resident;05 jours;Periode normale;1726
2017-06-17;Samedi;Zone FIMU;Populaire;rural traditionnel;Resident;06 jours;Periode normale;1969
2017-06-17;Samedi;Zone FIMU;Populaire;rural traditionnel;Resident;07 jours;Periode normale;2004
2017-06-17;Samedi;Zone FIMU;Populaire;rural traditionnel;Resident;08 jours;Periode normale;2320
2017-06-17;Samedi;Zone FIMU;Populaire;rural traditionnel;Resident;09 jours;Periode normale;2501
2017-06-17;Samedi;Zone FIMU;Populaire;rural traditionnel;Resident;10 jours;Periode normale;2664
2017-06-17;Samedi;Zone FIMU;Populaire;rural traditionnel;Resident;11 jours;Periode normale;2794
2017-06-17;Samedi;Zone FIMU;Populaire;rural traditionnel;Resident;12 jours;Periode normale;2952
2017-06-17;Samedi;Zone FIMU;Populaire;rural traditionnel;Resident;13 jours;Periode normale;3107
2017-06-17;Samedi;Zone FIMU;Populaire;rural traditionnel;Resident;14 jours;Periode normale;3549
2017-06-17;Samedi;Zone FIMU;Populaire;rural traditionnel;Touriste Français;01 jours;Periode normale;300
2017-06-17;Samedi;Zone FIMU;Populaire;rural traditionnel;Touriste Français;02 jours;Periode normale;473
2017-06-17;Samedi;Zone FIMU;Populaire;rural traditionnel;Touriste Français;03 jours;Periode normale;663
2017-06-17;Samedi;Zone FIMU;Populaire;rural traditionnel;Touriste Français;04 jours;Periode normale;804
2017-06-17;Samedi;Zone FIMU;Populaire;rural traditionnel;Touriste Français;05 jours;Periode normale;877
2017-06-17;Samedi;Zone FIMU;Populaire;rural traditionnel;Touriste Français;06 jours;Periode normale;988
2017-06-17;Samedi;Zone FIMU;Populaire;rural traditionnel;Touriste Français;07 jours;Periode normale;1198
2017-06-17;Samedi;Zone FIMU;Populaire;rural traditionnel;Touriste Français;08 jours;Periode normale;1424
2017-06-17;Samedi;Zone FIMU;Populaire;rural traditionnel;Touriste Français;09 jours;Periode normale;1544
2017-06-17;Samedi;Zone FIMU;Populaire;rural traditionnel;Touriste Français;10 jours;Periode normale;1645
2017-06-17;Samedi;Zone FIMU;Populaire;rural traditionnel;Touriste Français;11 jours;Periode normale;1770
2017-06-17;Samedi;Zone FIMU;Populaire;rural traditionnel;Touriste Français;12 jours;Periode normale;1822
2017-06-17;Samedi;Zone FIMU;Populaire;rural traditionnel;Touriste Français;13 jours;Periode normale;2233
2017-06-17;Samedi;Zone FIMU;Populaire;rural traditionnel;Touriste Français;14 jours;Periode normale;2948
2017-06-17;Samedi;Zone FIMU;Populaire;urbain defavorise;Resident;01 jours;Periode normale;1150
2017-06-17;Samedi;Zone FIMU;Populaire;urbain defavorise;Resident;02 jours;Periode normale;2076
2017-06-17;Samedi;Zone FIMU;Populaire;urbain defavorise;Resident;03 jours;Periode normale;2531
2017-06-17;Samedi;Zone FIMU;Populaire;urbain defavorise;Resident;04 jours;Periode normale;2849
2017-06-17;Samedi;Zone FIMU;Populaire;urbain defavorise;Resident;05 jours;Periode normale;3143
2017-06-17;Samedi;Zone FIMU;Populaire;urbain defavorise;Resident;06 jours;Periode normale;3246
2017-06-17;Samedi;Zone FIMU;Populaire;urbain defavorise;Resident;07 jours;Periode normale;3421
2017-06-17;Samedi;Zone FIMU;Populaire;urbain defavorise;Resident;08 jours;Periode normale;3920
2017-06-17;Samedi;Zone FIMU;Populaire;urbain defavorise;Resident;09 jours;Periode normale;4158
2017-06-17;Samedi;Zone FIMU;Populaire;urbain defavorise;Resident;10 jours;Periode normale;4349
2017-06-17;Samedi;Zone FIMU;Populaire;urbain defavorise;Resident;11 jours;Periode normale;4400
2017-06-17;Samedi;Zone FIMU;Populaire;urbain defavorise;Resident;12 jours;Periode normale;4507
2017-06-17;Samedi;Zone FIMU;Populaire;urbain defavorise;Resident;13 jours;Periode normale;4601
2017-06-17;Samedi;Zone FIMU;Populaire;urbain defavorise;Resident;14 jours;Periode normale;4799
2017-06-17;Samedi;Zone FIMU;Populaire;urbain defavorise;Touriste Français;01 jours;Periode normale;115
2017-06-17;Samedi;Zone FIMU;Populaire;urbain defavorise;Touriste Français;02 jours;Periode normale;281
2017-06-17;Samedi;Zone FIMU;Populaire;urbain defavorise;Touriste Français;03 jours;Periode normale;310
2017-06-17;Samedi;Zone FIMU;Populaire;urbain defavorise;Touriste Français;04 jours;Periode normale;386
2017-06-17;Samedi;Zone FIMU;Populaire;urbain defavorise;Touriste Français;05 jours;Periode normale;446
2017-06-17;Samedi;Zone FIMU;Populaire;urbain defavorise;Touriste Français;06 jours;Periode normale;517
2017-06-17;Samedi;Zone FIMU;Populaire;urbain defavorise;Touriste Français;07 jours;Periode normale;584
2017-06-17;Samedi;Zone FIMU;Populaire;urbain defavorise;Touriste Français;08 jours;Periode normale;683
2017-06-17;Samedi;Zone FIMU;Populaire;urbain defavorise;Touriste Français;09 jours;Periode normale;738
2017-06-17;Samedi;Zone FIMU;Populaire;urbain defavorise;Touriste Français;10 jours;Periode normale;810
2017-06-17;Samedi;Zone FIMU;Populaire;urbain defavorise;Touriste Français;11 jours;Periode normale;885
2017-06-17;Samedi;Zone FIMU;Populaire;urbain defavorise;Touriste Français;12 jours;Periode normale;942
2017-06-17;Samedi;Zone FIMU;Populaire;urbain defavorise;Touriste Français;13 jours;Periode normale;1192
2017-06-17;Samedi;Zone FIMU;Populaire;urbain defavorise;Touriste Français;14 jours;Periode normale;1699
2017-06-18;Dimanche;Zone FIMU;CSP en croissance;NR;Resident;01 jours;Periode normale;170
2017-06-18;Dimanche;Zone FIMU;CSP en croissance;NR;Resident;02 jours;Periode normale;291
2017-06-18;Dimanche;Zone FIMU;CSP en croissance;NR;Resident;03 jours;Periode normale;523
2017-06-18;Dimanche;Zone FIMU;CSP en croissance;NR;Resident;04 jours;Periode normale;658
2017-06-18;Dimanche;Zone FIMU;CSP en croissance;NR;Resident;05 jours;Periode normale;785
2017-06-18;Dimanche;Zone FIMU;CSP en croissance;NR;Resident;06 jours;Periode normale;884
2017-06-18;Dimanche;Zone FIMU;CSP en croissance;NR;Resident;07 jours;Periode normale;1005
2017-06-18;Dimanche;Zone FIMU;CSP en croissance;NR;Resident;08 jours;Periode normale;1040
2017-06-18;Dimanche;Zone FIMU;CSP en croissance;NR;Resident;09 jours;Periode normale;1106
2017-06-18;Dimanche;Zone FIMU;CSP en croissance;NR;Touriste Français;01 jours;Periode normale;170
2017-06-18;Dimanche;Zone FIMU;CSP en croissance;NR;Touriste Français;02 jours;Periode normale;291
2017-06-18;Dimanche;Zone FIMU;CSP en croissance;NR;Touriste Français;03 jours;Periode normale;523
2017-06-18;Dimanche;Zone FIMU;CSP en croissance;NR;Touriste Français;04 jours;Periode normale;658
2017-06-18;Dimanche;Zone FIMU;CSP en croissance;NR;Touriste Français;05 jours;Periode normale;785
2017-06-18;Dimanche;Zone FIMU;CSP en croissance;NR;Touriste Français;06 jours;Periode normale;884
2017-06-18;Dimanche;Zone FIMU;CSP en croissance;NR;Touriste Français;07 jours;Periode normale;1005
2017-06-18;Dimanche;Zone FIMU;CSP en croissance;NR;Touriste Français;08 jours;Periode normale;1040
2017-06-18;Dimanche;Zone FIMU;CSP en croissance;NR;Touriste Français;09 jours;Periode normale;1106
2017-06-18;Dimanche;Zone FIMU;CSP en croissance;periurbain en croissance;Resident;01 jours;Periode normale;794
2017-06-18;Dimanche;Zone FIMU;CSP en croissance;periurbain en croissance;Resident;02 jours;Periode normale;2154
2017-06-18;Dimanche;Zone FIMU;CSP en croissance;periurbain en croissance;Resident;03 jours;Periode normale;3423
2017-06-18;Dimanche;Zone FIMU;CSP en croissance;periurbain en croissance;Resident;04 jours;Periode normale;4275
2017-06-18;Dimanche;Zone FIMU;CSP en croissance;periurbain en croissance;Resident;05 jours;Periode normale;5042
2017-06-18;Dimanche;Zone FIMU;CSP en croissance;periurbain en croissance;Resident;06 jours;Periode normale;5621
2017-06-18;Dimanche;Zone FIMU;CSP en croissance;periurbain en croissance;Resident;07 jours;Periode normale;6154
2017-06-18;Dimanche;Zone FIMU;CSP en croissance;periurbain en croissance;Resident;08 jours;Periode normale;6359
2017-06-18;Dimanche;Zone FIMU;CSP en croissance;periurbain en croissance;Resident;09 jours;Periode normale;7111
2017-06-18;Dimanche;Zone FIMU;CSP en croissance;periurbain en croissance;Resident;10 jours;Periode normale;7696
2017-06-18;Dimanche;Zone FIMU;CSP en croissance;periurbain en croissance;Resident;11 jours;Periode normale;8153
2017-06-18;Dimanche;Zone FIMU;CSP en croissance;periurbain en croissance;Resident;12 jours;Periode normale;8671
2017-06-18;Dimanche;Zone FIMU;CSP en croissance;periurbain en croissance;Resident;13 jours;Periode normale;9003
2017-06-18;Dimanche;Zone FIMU;CSP en croissance;periurbain en croissance;Resident;14 jours;Periode normale;9787
2017-06-18;Dimanche;Zone FIMU;CSP en croissance;periurbain en croissance;Touriste Français;01 jours;Periode normale;330
2017-06-18;Dimanche;Zone FIMU;CSP en croissance;periurbain en croissance;Touriste Français;02 jours;Periode normale;657
2017-06-18;Dimanche;Zone FIMU;CSP en croissance;periurbain en croissance;Touriste Français;03 jours;Periode normale;1258
2017-06-18;Dimanche;Zone FIMU;CSP en croissance;periurbain en croissance;Touriste Français;04 jours;Periode normale;1640
2017-06-18;Dimanche;Zone FIMU;CSP en croissance;periurbain en croissance;Touriste Français;05 jours;Periode normale;1940
2017-06-18;Dimanche;Zone FIMU;CSP en croissance;periurbain en croissance;Touriste Français;06 jours;Periode normale;2317
2017-06-18;Dimanche;Zone FIMU;CSP en croissance;periurbain en croissance;Touriste Français;07 jours;Periode normale;2486
2017-06-18;Dimanche;Zone FIMU;CSP en croissance;periurbain en croissance;Touriste Français;08 jours;Periode normale;2766
2017-06-18;Dimanche;Zone FIMU;CSP en croissance;periurbain en croissance;Touriste Français;09 jours;Periode normale;3161
2017-06-18;Dimanche;Zone FIMU;CSP en croissance;periurbain en croissance;Touriste Français;10 jours;Periode normale;3437
2017-06-18;Dimanche;Zone FIMU;CSP en croissance;periurbain en croissance;Touriste Français;11 jours;Periode normale;3628
2017-06-18;Dimanche;Zone FIMU;CSP en croissance;periurbain en croissance;Touriste Français;12 jours;Periode normale;3865
2017-06-18;Dimanche;Zone FIMU;CSP en croissance;periurbain en croissance;Touriste Français;13 jours;Periode normale;4102
2017-06-18;Dimanche;Zone FIMU;CSP en croissance;periurbain en croissance;Touriste Français;14 jours;Periode normale;5179
2017-06-18;Dimanche;Zone FIMU;CSP en croissance;residence secondaire;Touriste Français;01 jours;Periode normale;#
2017-06-18;Dimanche;Zone FIMU;CSP en croissance;residence secondaire;Touriste Français;02 jours;Periode normale;22
2017-06-18;Dimanche;Zone FIMU;CSP en croissance;residence secondaire;Touriste Français;03 jours;Periode normale;76
2017-06-18;Dimanche;Zone FIMU;CSP en croissance;residence secondaire;Touriste Français;04 jours;Periode normale;112
2017-06-18;Dimanche;Zone FIMU;CSP en croissance;residence secondaire;Touriste Français;05 jours;Periode normale;123
2017-06-18;Dimanche;Zone FIMU;CSP en croissance;residence secondaire;Touriste Français;06 jours;Periode normale;136
2017-06-18;Dimanche;Zone FIMU;CSP en croissance;residence secondaire;Touriste Français;07 jours;Periode normale;136
2017-06-18;Dimanche;Zone FIMU;CSP en croissance;residence secondaire;Touriste Français;08 jours;Periode normale;160
2017-06-18;Dimanche;Zone FIMU;CSP en croissance;residence secondaire;Touriste Français;09 jours;Periode normale;210
2017-06-18;Dimanche;Zone FIMU;CSP en croissance;residence secondaire;Touriste Français;10 jours;Periode normale;210
2017-06-18;Dimanche;Zone FIMU;CSP en croissance;residence secondaire;Touriste Français;11 jours;Periode normale;237
2017-06-18;Dimanche;Zone FIMU;CSP en croissance;residence secondaire;Touriste Français;12 jours;Periode normale;248
2017-06-18;Dimanche;Zone FIMU;CSP en croissance;residence secondaire;Touriste Français;13 jours;Periode normale;248
2017-06-18;Dimanche;Zone FIMU;CSP en croissance;residence secondaire;Touriste Français;14 jours;Periode normale;314
2017-06-18;Dimanche;Zone FIMU;CSP en croissance;urbain classe moyenne;Resident;01 jours;Periode normale;2921
2017-06-18;Dimanche;Zone FIMU;CSP en croissance;urbain classe moyenne;Resident;02 jours;Periode normale;4037
2017-06-18;Dimanche;Zone FIMU;CSP en croissance;urbain classe moyenne;Resident;03 jours;Periode normale;5332
2017-06-18;Dimanche;Zone FIMU;CSP en croissance;urbain classe moyenne;Resident;04 jours;Periode normale;6135
2017-06-18;Dimanche;Zone FIMU;CSP en croissance;urbain classe moyenne;Resident;05 jours;Periode normale;6756
2017-06-18;Dimanche;Zone FIMU;CSP en croissance;urbain classe moyenne;Resident;06 jours;Periode normale;7112
2017-06-18;Dimanche;Zone FIMU;CSP en croissance;urbain classe moyenne;Resident;07 jours;Periode normale;7244
2017-06-18;Dimanche;Zone FIMU;CSP en croissance;urbain classe moyenne;Resident;08 jours;Periode normale;7334
2017-06-18;Dimanche;Zone FIMU;CSP en croissance;urbain classe moyenne;Resident;09 jours;Periode normale;7674
2017-06-18;Dimanche;Zone FIMU;CSP en croissance;urbain classe moyenne;Resident;10 jours;Periode normale;7933
2017-06-18;Dimanche;Zone FIMU;CSP en croissance;urbain classe moyenne;Resident;11 jours;Periode normale;8055
2017-06-18;Dimanche;Zone FIMU;CSP en croissance;urbain classe moyenne;Resident;12 jours;Periode normale;8195
2017-06-18;Dimanche;Zone FIMU;CSP en croissance;urbain classe moyenne;Resident;13 jours;Periode normale;8333
2017-06-18;Dimanche;Zone FIMU;CSP en croissance;urbain classe moyenne;Resident;14 jours;Periode normale;8499
2017-06-18;Dimanche;Zone FIMU;CSP en croissance;urbain classe moyenne;Touriste Français;01 jours;Periode normale;292
2017-06-18;Dimanche;Zone FIMU;CSP en croissance;urbain classe moyenne;Touriste Français;02 jours;Periode normale;613
2017-06-18;Dimanche;Zone FIMU;CSP en croissance;urbain classe moyenne;Touriste Français;03 jours;Periode normale;968
2017-06-18;Dimanche;Zone FIMU;CSP en croissance;urbain classe moyenne;Touriste Français;04 jours;Periode normale;1166
2017-06-18;Dimanche;Zone FIMU;CSP en croissance;urbain classe moyenne;Touriste Français;05 jours;Periode normale;1438
2017-06-18;Dimanche;Zone FIMU;CSP en croissance;urbain classe moyenne;Touriste Français;06 jours;Periode normale;1773
2017-06-18;Dimanche;Zone FIMU;CSP en croissance;urbain classe moyenne;Touriste Français;07 jours;Periode normale;1913
2017-06-18;Dimanche;Zone FIMU;CSP en croissance;urbain classe moyenne;Touriste Français;08 jours;Periode normale;2175
2017-06-18;Dimanche;Zone FIMU;CSP en croissance;urbain classe moyenne;Touriste Français;09 jours;Periode normale;2523
2017-06-18;Dimanche;Zone FIMU;CSP en croissance;urbain classe moyenne;Touriste Français;10 jours;Periode normale;2663
2017-06-18;Dimanche;Zone FIMU;CSP en croissance;urbain classe moyenne;Touriste Français;11 jours;Periode normale;2854
2017-06-18;Dimanche;Zone FIMU;CSP en croissance;urbain classe moyenne;Touriste Français;12 jours;Periode normale;3048
2017-06-18;Dimanche;Zone FIMU;CSP en croissance;urbain classe moyenne;Touriste Français;13 jours;Periode normale;3204
2017-06-18;Dimanche;Zone FIMU;CSP en croissance;urbain classe moyenne;Touriste Français;14 jours;Periode normale;4040
2017-06-18;Dimanche;Zone FIMU;CSP+;NR;Resident;01 jours;Periode normale;170
2017-06-18;Dimanche;Zone FIMU;CSP+;NR;Resident;02 jours;Periode normale;291
2017-06-18;Dimanche;Zone FIMU;CSP+;NR;Resident;03 jours;Periode normale;523
2017-06-18;Dimanche;Zone FIMU;CSP+;NR;Resident;04 jours;Periode normale;658
2017-06-18;Dimanche;Zone FIMU;CSP+;NR;Resident;05 jours;Periode normale;785
2017-06-18;Dimanche;Zone FIMU;CSP+;NR;Resident;06 jours;Periode normale;884
2017-06-18;Dimanche;Zone FIMU;CSP+;NR;Resident;07 jours;Periode normale;1005
2017-06-18;Dimanche;Zone FIMU;CSP+;NR;Resident;08 jours;Periode normale;1040
2017-06-18;Dimanche;Zone FIMU;CSP+;NR;Resident;09 jours;Periode normale;1106
2017-06-18;Dimanche;Zone FIMU;CSP+;NR;Touriste Français;01 jours;Periode normale;170
2017-06-18;Dimanche;Zone FIMU;CSP+;NR;Touriste Français;02 jours;Periode normale;291
2017-06-18;Dimanche;Zone FIMU;CSP+;NR;Touriste Français;03 jours;Periode normale;523
2017-06-18;Dimanche;Zone FIMU;CSP+;NR;Touriste Français;04 jours;Periode normale;658
2017-06-18;Dimanche;Zone FIMU;CSP+;NR;Touriste Français;05 jours;Periode normale;785
2017-06-18;Dimanche;Zone FIMU;CSP+;NR;Touriste Français;06 jours;Periode normale;884
2017-06-18;Dimanche;Zone FIMU;CSP+;NR;Touriste Français;07 jours;Periode normale;1005
2017-06-18;Dimanche;Zone FIMU;CSP+;NR;Touriste Français;08 jours;Periode normale;1040
2017-06-18;Dimanche;Zone FIMU;CSP+;NR;Touriste Français;09 jours;Periode normale;1106
2017-06-18;Dimanche;Zone FIMU;CSP+;pavillonnaire familial aise;Resident;01 jours;Periode normale;235
2017-06-18;Dimanche;Zone FIMU;CSP+;pavillonnaire familial aise;Resident;02 jours;Periode normale;1045
2017-06-18;Dimanche;Zone FIMU;CSP+;pavillonnaire familial aise;Resident;03 jours;Periode normale;2444
2017-06-18;Dimanche;Zone FIMU;CSP+;pavillonnaire familial aise;Resident;04 jours;Periode normale;3144
