Date;JourDeLaSemaine;Heure;Presence30Min;CategorieVisiteurs;ZoneAnalyse;Volume
2016-05-28;Samedi;18:00:00;Présent;Résident ;All-FIMU;7357
2016-05-28;Samedi;18:00:00;Présent;Touriste Français;All-FIMU;2273
2016-05-28;Samedi;18:00:00;Présent;Touriste Etranger;All-FIMU;570
2016-05-28;Samedi;18:30:00;Présent;Résident ;All-FIMU;7176
2016-05-28;Samedi;18:30:00;Présent;Touriste Français;All-FIMU;2115
2016-05-28;Samedi;18:30:00;Présent;Touriste Etranger;All-FIMU;556
2016-05-28;Samedi;19:00:00;Présent;Résident ;All-FIMU;6652
2016-05-28;Samedi;19:00:00;Présent;Touriste Français;All-FIMU;1938
2016-05-28;Samedi;19:00:00;Présent;Touriste Etranger;All-FIMU;580
2016-05-28;Samedi;19:30:00;Présent;Résident ;All-FIMU;6728
2016-05-28;Samedi;19:30:00;Présent;Touriste Français;All-FIMU;1948
2016-05-28;Samedi;19:30:00;Présent;Touriste Etranger;All-FIMU;535
2016-05-28;Samedi;20:00:00;Présent;Résident ;All-FIMU;6372
2016-05-28;Samedi;20:00:00;Présent;Touriste Français;All-FIMU;1869
2016-05-28;Samedi;20:00:00;Présent;Touriste Etranger;All-FIMU;489
2016-05-28;Samedi;20:30:00;Présent;Résident ;All-FIMU;6109
2016-05-28;Samedi;20:30:00;Présent;Touriste Français;All-FIMU;1762
2016-05-28;Samedi;20:30:00;Présent;Touriste Etranger;All-FIMU;493
2016-05-28;Samedi;21:00:00;Présent;Résident ;All-FIMU;5825
2016-05-28;Samedi;21:00:00;Présent;Touriste Français;All-FIMU;1675
2016-05-28;Samedi;21:00:00;Présent;Touriste Etranger;All-FIMU;491
2016-05-28;Samedi;21:30:00;Présent;Résident ;All-FIMU;5564
2016-05-28;Samedi;21:30:00;Présent;Touriste Français;All-FIMU;1595
2016-05-28;Samedi;21:30:00;Présent;Touriste Etranger;All-FIMU;477
2016-05-28;Samedi;22:00:00;Présent;Résident ;All-FIMU;5350
2016-05-28;Samedi;22:00:00;Présent;Touriste Français;All-FIMU;1530
2016-05-28;Samedi;22:00:00;Présent;Touriste Etranger;All-FIMU;448
2016-05-28;Samedi;22:30:00;Présent;Résident ;All-FIMU;5248
2016-05-28;Samedi;22:30:00;Présent;Touriste Français;All-FIMU;1513
2016-05-28;Samedi;22:30:00;Présent;Touriste Etranger;All-FIMU;433
2016-05-28;Samedi;23:00:00;Présent;Résident ;All-FIMU;5085
2016-05-28;Samedi;23:00:00;Présent;Touriste Français;All-FIMU;1479
2016-05-28;Samedi;23:00:00;Présent;Touriste Etranger;All-FIMU;421
2016-05-28;Samedi;23:30:00;Présent;Résident ;All-FIMU;4886
2016-05-28;Samedi;23:30:00;Présent;Touriste Français;All-FIMU;1438
2016-05-28;Samedi;23:30:00;Présent;Touriste Etranger;All-FIMU;410
2016-05-29;Dimanche;12:00:00;Présent;Résident ;All-FIMU;5592
2016-05-29;Dimanche;12:00:00;Présent;Touriste Français;All-FIMU;1550
2016-05-29;Dimanche;12:00:00;Présent;Touriste Etranger;All-FIMU;339
2016-05-29;Dimanche;12:30:00;Présent;Résident ;All-FIMU;5197
2016-05-29;Dimanche;12:30:00;Présent;Touriste Français;All-FIMU;1668
2016-05-29;Dimanche;12:30:00;Présent;Touriste Etranger;All-FIMU;297
2016-05-29;Dimanche;13:00:00;Présent;Résident ;All-FIMU;4787
2016-05-29;Dimanche;13:00:00;Présent;Touriste Français;All-FIMU;1606
2016-05-29;Dimanche;13:00:00;Présent;Touriste Etranger;All-FIMU;255
2016-05-29;Dimanche;13:30:00;Présent;Résident ;All-FIMU;4712
2016-05-29;Dimanche;13:30:00;Présent;Touriste Français;All-FIMU;1387
2016-05-29;Dimanche;13:30:00;Présent;Touriste Etranger;All-FIMU;273
2016-05-29;Dimanche;14:00:00;Présent;Résident ;All-FIMU;4526
2016-05-29;Dimanche;14:00:00;Présent;Touriste Français;All-FIMU;1290
2016-05-29;Dimanche;14:00:00;Présent;Touriste Etranger;All-FIMU;279
2016-05-29;Dimanche;14:30:00;Présent;Résident ;All-FIMU;4434
2016-05-29;Dimanche;14:30:00;Présent;Touriste Français;All-FIMU;1252
2016-05-29;Dimanche;14:30:00;Présent;Touriste Etranger;All-FIMU;267
2016-05-29;Dimanche;15:00:00;Présent;Résident ;All-FIMU;4259
2016-05-29;Dimanche;15:00:00;Présent;Touriste Français;All-FIMU;1249
2016-05-29;Dimanche;15:00:00;Présent;Touriste Etranger;All-FIMU;259
2016-05-29;Dimanche;15:30:00;Présent;Résident ;All-FIMU;4278
2016-05-29;Dimanche;15:30:00;Présent;Touriste Français;All-FIMU;1218
2016-05-29;Dimanche;15:30:00;Présent;Touriste Etranger;All-FIMU;248
2016-05-29;Dimanche;16:00:00;Présent;Résident ;All-FIMU;4358
2016-05-29;Dimanche;16:00:00;Présent;Touriste Français;All-FIMU;1237
2016-05-29;Dimanche;16:00:00;Présent;Touriste Etranger;All-FIMU;241
2016-05-29;Dimanche;16:30:00;Présent;Résident ;All-FIMU;4498
2016-05-29;Dimanche;16:30:00;Présent;Touriste Français;All-FIMU;1233
2016-05-29;Dimanche;16:30:00;Présent;Touriste Etranger;All-FIMU;236
2016-05-29;Dimanche;17:00:00;Présent;Résident ;All-FIMU;4668
2016-05-29;Dimanche;17:00:00;Présent;Touriste Français;All-FIMU;1195
2016-05-29;Dimanche;17:00:00;Présent;Touriste Etranger;All-FIMU;236
2016-05-29;Dimanche;17:30:00;Présent;Résident ;All-FIMU;4766
2016-05-29;Dimanche;17:30:00;Présent;Touriste Français;All-FIMU;1128
2016-05-29;Dimanche;17:30:00;Présent;Touriste Etranger;All-FIMU;242
2016-05-29;Dimanche;18:00:00;Présent;Résident ;All-FIMU;4799
2016-05-29;Dimanche;18:00:00;Présent;Touriste Français;All-FIMU;1127
2016-05-29;Dimanche;18:00:00;Présent;Touriste Etranger;All-FIMU;274
2016-05-29;Dimanche;18:30:00;Présent;Résident ;All-FIMU;4922
2016-05-29;Dimanche;18:30:00;Présent;Touriste Français;All-FIMU;1169
2016-05-29;Dimanche;18:30:00;Présent;Touriste Etranger;All-FIMU;298
2016-05-29;Dimanche;19:00:00;Présent;Résident ;All-FIMU;5037
2016-05-29;Dimanche;19:00:00;Présent;Touriste Français;All-FIMU;1142
2016-05-29;Dimanche;19:00:00;Présent;Touriste Etranger;All-FIMU;345
2016-05-29;Dimanche;19:30:00;Présent;Résident ;All-FIMU;5220
2016-05-29;Dimanche;19:30:00;Présent;Touriste Français;All-FIMU;1072
2016-05-29;Dimanche;19:30:00;Présent;Touriste Etranger;All-FIMU;364
2016-05-29;Dimanche;20:00:00;Présent;Résident ;All-FIMU;5074
2016-05-29;Dimanche;20:00:00;Présent;Touriste Français;All-FIMU;1083
2016-05-29;Dimanche;20:00:00;Présent;Touriste Etranger;All-FIMU;383
2016-05-29;Dimanche;20:30:00;Présent;Résident ;All-FIMU;5016
2016-05-29;Dimanche;20:30:00;Présent;Touriste Français;All-FIMU;1129
2016-05-29;Dimanche;20:30:00;Présent;Touriste Etranger;All-FIMU;380
2016-05-29;Dimanche;21:00:00;Présent;Résident ;All-FIMU;4910
2016-05-29;Dimanche;21:00:00;Présent;Touriste Français;All-FIMU;1175
2016-05-29;Dimanche;21:00:00;Présent;Touriste Etranger;All-FIMU;390
2016-05-29;Dimanche;21:30:00;Présent;Résident ;All-FIMU;4771
2016-05-29;Dimanche;21:30:00;Présent;Touriste Français;All-FIMU;1114
2016-05-29;Dimanche;21:30:00;Présent;Touriste Etranger;All-FIMU;394
2016-05-29;Dimanche;22:00:00;Présent;Résident ;All-FIMU;4620
2016-05-29;Dimanche;22:00:00;Présent;Touriste Français;All-FIMU;908
2016-05-29;Dimanche;22:00:00;Présent;Touriste Etranger;All-FIMU;396
2016-05-29;Dimanche;22:30:00;Présent;Résident ;All-FIMU;4616
2016-05-29;Dimanche;22:30:00;Présent;Touriste Français;All-FIMU;875
2016-05-29;Dimanche;22:30:00;Présent;Touriste Etranger;All-FIMU;381
2016-05-29;Dimanche;23:00:00;Présent;Résident ;All-FIMU;4651
2016-05-29;Dimanche;23:00:00;Présent;Touriste Français;All-FIMU;840
2016-05-29;Dimanche;23:00:00;Présent;Touriste Etranger;All-FIMU;375
2016-05-29;Dimanche;23:30:00;Présent;Résident ;All-FIMU;4620
2016-05-29;Dimanche;23:30:00;Présent;Touriste Français;All-FIMU;814
2016-05-29;Dimanche;23:30:00;Présent;Touriste Etranger;All-FIMU;368
2016-05-30;Lundi;12:00:00;Présent;Résident ;All-FIMU;7895
2016-05-30;Lundi;12:00:00;Présent;Touriste Français;All-FIMU;2339
2016-05-30;Lundi;12:00:00;Présent;Touriste Etranger;All-FIMU;177
2016-05-30;Lundi;12:30:00;Présent;Résident ;All-FIMU;7628
2016-05-30;Lundi;12:30:00;Présent;Touriste Français;All-FIMU;2589
2016-05-30;Lundi;12:30:00;Présent;Touriste Etranger;All-FIMU;181
2016-05-30;Lundi;13:00:00;Présent;Résident ;All-FIMU;7572
2016-05-30;Lundi;13:00:00;Présent;Touriste Français;All-FIMU;2652
2016-05-30;Lundi;13:00:00;Présent;Touriste Etranger;All-FIMU;180
2016-05-30;Lundi;13:30:00;Présent;Résident ;All-FIMU;7240
2016-05-30;Lundi;13:30:00;Présent;Touriste Français;All-FIMU;2369
2016-05-30;Lundi;13:30:00;Présent;Touriste Etranger;All-FIMU;236
2016-05-30;Lundi;14:00:00;Présent;Résident ;All-FIMU;7762
2016-05-30;Lundi;14:00:00;Présent;Touriste Français;All-FIMU;2173
2016-05-30;Lundi;14:00:00;Présent;Touriste Etranger;All-FIMU;322
2016-05-30;Lundi;14:30:00;Présent;Résident ;All-FIMU;7658
2016-05-30;Lundi;14:30:00;Présent;Touriste Français;All-FIMU;2146
2016-05-30;Lundi;14:30:00;Présent;Touriste Etranger;All-FIMU;381
2016-05-30;Lundi;15:00:00;Présent;Résident ;All-FIMU;8042
2016-05-30;Lundi;15:00:00;Présent;Touriste Français;All-FIMU;2146
2016-05-30;Lundi;15:00:00;Présent;Touriste Etranger;All-FIMU;371
2016-05-30;Lundi;15:30:00;Présent;Résident ;All-FIMU;8121
2016-05-30;Lundi;15:30:00;Présent;Touriste Français;All-FIMU;2084
2016-05-30;Lundi;15:30:00;Présent;Touriste Etranger;All-FIMU;367
2016-05-30;Lundi;16:00:00;Présent;Résident ;All-FIMU;8551
2016-05-30;Lundi;16:00:00;Présent;Touriste Français;All-FIMU;2010
2016-05-30;Lundi;16:00:00;Présent;Touriste Etranger;All-FIMU;287
2016-05-30;Lundi;16:30:00;Présent;Résident ;All-FIMU;8742
2016-05-30;Lundi;16:30:00;Présent;Touriste Français;All-FIMU;2124
2016-05-30;Lundi;16:30:00;Présent;Touriste Etranger;All-FIMU;252
2016-05-30;Lundi;17:00:00;Présent;Résident ;All-FIMU;8942
2016-05-30;Lundi;17:00:00;Présent;Touriste Français;All-FIMU;2208
2016-05-30;Lundi;17:00:00;Présent;Touriste Etranger;All-FIMU;140
2016-05-30;Lundi;17:30:00;Présent;Résident ;All-FIMU;8815
2016-05-30;Lundi;17:30:00;Présent;Touriste Français;All-FIMU;2165
2016-05-30;Lundi;17:30:00;Présent;Touriste Etranger;All-FIMU;211
2016-05-30;Lundi;18:00:00;Présent;Résident ;All-FIMU;8097
2016-05-30;Lundi;18:00:00;Présent;Touriste Français;All-FIMU;1961
2016-05-30;Lundi;18:00:00;Présent;Touriste Etranger;All-FIMU;223
2016-05-30;Lundi;18:30:00;Présent;Résident ;All-FIMU;7443
2016-05-30;Lundi;18:30:00;Présent;Touriste Français;All-FIMU;1827
2016-05-30;Lundi;18:30:00;Présent;Touriste Etranger;All-FIMU;274
2016-05-30;Lundi;19:00:00;Présent;Résident ;All-FIMU;6988
2016-05-30;Lundi;19:00:00;Présent;Touriste Français;All-FIMU;1753
2016-05-30;Lundi;19:00:00;Présent;Touriste Etranger;All-FIMU;288
2016-05-30;Lundi;19:30:00;Présent;Résident ;All-FIMU;6816
2016-05-30;Lundi;19:30:00;Présent;Touriste Français;All-FIMU;1720
2016-05-30;Lundi;19:30:00;Présent;Touriste Etranger;All-FIMU;275
2016-05-30;Lundi;20:00:00;Présent;Résident ;All-FIMU;6589
2016-05-30;Lundi;20:00:00;Présent;Touriste Français;All-FIMU;1673
2016-05-30;Lundi;20:00:00;Présent;Touriste Etranger;All-FIMU;288
2016-05-30;Lundi;20:30:00;Présent;Résident ;All-FIMU;6288
2016-05-30;Lundi;20:30:00;Présent;Touriste Français;All-FIMU;1532
2016-05-30;Lundi;20:30:00;Présent;Touriste Etranger;All-FIMU;297
2016-05-30;Lundi;21:00:00;Présent;Résident ;All-FIMU;5856
2016-05-30;Lundi;21:00:00;Présent;Touriste Français;All-FIMU;1492
2016-05-30;Lundi;21:00:00;Présent;Touriste Etranger;All-FIMU;315
2016-05-30;Lundi;21:30:00;Présent;Résident ;All-FIMU;5490
2016-05-30;Lundi;21:30:00;Présent;Touriste Français;All-FIMU;1328
2016-05-30;Lundi;21:30:00;Présent;Touriste Etranger;All-FIMU;318
2016-05-30;Lundi;22:00:00;Présent;Résident ;All-FIMU;5201
2016-05-30;Lundi;22:00:00;Présent;Touriste Français;All-FIMU;1095
2016-05-30;Lundi;22:00:00;Présent;Touriste Etranger;All-FIMU;326
2016-05-30;Lundi;22:30:00;Présent;Résident ;All-FIMU;5146
2016-05-30;Lundi;22:30:00;Présent;Touriste Français;All-FIMU;998
2016-05-30;Lundi;22:30:00;Présent;Touriste Etranger;All-FIMU;330
2016-05-30;Lundi;23:00:00;Présent;Résident ;All-FIMU;5068
2016-05-30;Lundi;23:00:00;Présent;Touriste Français;All-FIMU;954
2016-05-30;Lundi;23:00:00;Présent;Touriste Etranger;All-FIMU;331
2016-05-30;Lundi;23:30:00;Présent;Résident ;All-FIMU;4949
2016-05-30;Lundi;23:30:00;Présent;Touriste Français;All-FIMU;931
2016-05-30;Lundi;23:30:00;Présent;Touriste Etranger;All-FIMU;328
2016-05-31;Mardi;12:00:00;Présent;Résident ;All-FIMU;8446
2016-05-31;Mardi;12:00:00;Présent;Touriste Français;All-FIMU;2693
2016-05-31;Mardi;12:00:00;Présent;Touriste Etranger;All-FIMU;269
2016-05-31;Mardi;12:30:00;Présent;Résident ;All-FIMU;8284
2016-05-31;Mardi;12:30:00;Présent;Touriste Français;All-FIMU;2832
2016-05-31;Mardi;12:30:00;Présent;Touriste Etranger;All-FIMU;289
2016-05-31;Mardi;13:00:00;Présent;Résident ;All-FIMU;8226
2016-05-31;Mardi;13:00:00;Présent;Touriste Français;All-FIMU;2774
2016-05-31;Mardi;13:00:00;Présent;Touriste Etranger;All-FIMU;385
2016-05-31;Mardi;13:30:00;Présent;Résident ;All-FIMU;8319
2016-05-31;Mardi;13:30:00;Présent;Touriste Français;All-FIMU;2776
2016-05-31;Mardi;13:30:00;Présent;Touriste Etranger;All-FIMU;372
2016-05-31;Mardi;14:00:00;Présent;Résident ;All-FIMU;8621
2016-05-31;Mardi;14:00:00;Présent;Touriste Français;All-FIMU;2650
2016-05-31;Mardi;14:00:00;Présent;Touriste Etranger;All-FIMU;402
2016-05-31;Mardi;14:30:00;Présent;Résident ;All-FIMU;8762
2016-05-31;Mardi;14:30:00;Présent;Touriste Français;All-FIMU;2638
2016-05-31;Mardi;14:30:00;Présent;Touriste Etranger;All-FIMU;328
2016-05-31;Mardi;15:00:00;Présent;Résident ;All-FIMU;8541
2016-05-31;Mardi;15:00:00;Présent;Touriste Français;All-FIMU;2537
2016-05-31;Mardi;15:00:00;Présent;Touriste Etranger;All-FIMU;383
2016-05-31;Mardi;15:30:00;Présent;Résident ;All-FIMU;8461
2016-05-31;Mardi;15:30:00;Présent;Touriste Français;All-FIMU;2535
2016-05-31;Mardi;15:30:00;Présent;Touriste Etranger;All-FIMU;366
2016-05-31;Mardi;16:00:00;Présent;Résident ;All-FIMU;8665
2016-05-31;Mardi;16:00:00;Présent;Touriste Français;All-FIMU;2548
2016-05-31;Mardi;16:00:00;Présent;Touriste Etranger;All-FIMU;392
2016-05-31;Mardi;16:30:00;Présent;Résident ;All-FIMU;8922
2016-05-31;Mardi;16:30:00;Présent;Touriste Français;All-FIMU;2518
2016-05-31;Mardi;16:30:00;Présent;Touriste Etranger;All-FIMU;359
2016-05-31;Mardi;17:00:00;Présent;Résident ;All-FIMU;9367
2016-05-31;Mardi;17:00:00;Présent;Touriste Français;All-FIMU;2522
2016-05-31;Mardi;17:00:00;Présent;Touriste Etranger;All-FIMU;349
2016-05-31;Mardi;17:30:00;Présent;Résident ;All-FIMU;9113
2016-05-31;Mardi;17:30:00;Présent;Touriste Français;All-FIMU;2470
2016-05-31;Mardi;17:30:00;Présent;Touriste Etranger;All-FIMU;373
2016-05-31;Mardi;18:00:00;Présent;Résident ;All-FIMU;8215
2016-05-31;Mardi;18:00:00;Présent;Touriste Français;All-FIMU;2335
2016-05-31;Mardi;18:00:00;Présent;Touriste Etranger;All-FIMU;436
2016-05-31;Mardi;18:30:00;Présent;Résident ;All-FIMU;7381
2016-05-31;Mardi;18:30:00;Présent;Touriste Français;All-FIMU;2184
2016-05-31;Mardi;18:30:00;Présent;Touriste Etranger;All-FIMU;403
2016-05-31;Mardi;19:00:00;Présent;Résident ;All-FIMU;6862
2016-05-31;Mardi;19:00:00;Présent;Touriste Français;All-FIMU;2059
2016-05-31;Mardi;19:00:00;Présent;Touriste Etranger;All-FIMU;421
2016-05-31;Mardi;19:30:00;Présent;Résident ;All-FIMU;6642
2016-05-31;Mardi;19:30:00;Présent;Touriste Français;All-FIMU;1943
2016-05-31;Mardi;19:30:00;Présent;Touriste Etranger;All-FIMU;391
2016-05-31;Mardi;20:00:00;Présent;Résident ;All-FIMU;6828
2016-05-31;Mardi;20:00:00;Présent;Touriste Français;All-FIMU;1961
2016-05-31;Mardi;20:00:00;Présent;Touriste Etranger;All-FIMU;382
2016-05-31;Mardi;20:30:00;Présent;Résident ;All-FIMU;6336
2016-05-31;Mardi;20:30:00;Présent;Touriste Français;All-FIMU;1810
2016-05-31;Mardi;20:30:00;Présent;Touriste Etranger;All-FIMU;343
2016-05-31;Mardi;21:00:00;Présent;Résident ;All-FIMU;6066
2016-05-31;Mardi;21:00:00;Présent;Touriste Français;All-FIMU;1653
2016-05-31;Mardi;21:00:00;Présent;Touriste Etranger;All-FIMU;354
2016-05-31;Mardi;21:30:00;Présent;Résident ;All-FIMU;5690
2016-05-31;Mardi;21:30:00;Présent;Touriste Français;All-FIMU;1399
2016-05-31;Mardi;21:30:00;Présent;Touriste Etranger;All-FIMU;347
2016-05-31;Mardi;22:00:00;Présent;Résident ;All-FIMU;5486
2016-05-31;Mardi;22:00:00;Présent;Touriste Français;All-FIMU;1261
2016-05-31;Mardi;22:00:00;Présent;Touriste Etranger;All-FIMU;341
2016-05-31;Mardi;22:30:00;Présent;Résident ;All-FIMU;5372
2016-05-31;Mardi;22:30:00;Présent;Touriste Français;All-FIMU;1164
2016-05-31;Mardi;22:30:00;Présent;Touriste Etranger;All-FIMU;332
2016-05-31;Mardi;23:00:00;Présent;Résident ;All-FIMU;5280
2016-05-31;Mardi;23:00:00;Présent;Touriste Français;All-FIMU;1129
2016-05-31;Mardi;23:00:00;Présent;Touriste Etranger;All-FIMU;332
2016-05-31;Mardi;23:30:00;Présent;Résident ;All-FIMU;5189
2016-05-31;Mardi;23:30:00;Présent;Touriste Français;All-FIMU;1083
2016-05-31;Mardi;23:30:00;Présent;Touriste Etranger;All-FIMU;316
2016-06-01;Mercredi;12:00:00;Présent;Résident ;All-FIMU;9553
2016-06-01;Mercredi;12:00:00;Présent;Touriste Français;All-FIMU;2729
2016-06-01;Mercredi;12:00:00;Présent;Touriste Etranger;All-FIMU;199
2016-06-01;Mercredi;12:30:00;Présent;Résident ;All-FIMU;9092
2016-06-01;Mercredi;12:30:00;Présent;Touriste Français;All-FIMU;2664
2016-06-01;Mercredi;12:30:00;Présent;Touriste Etranger;All-FIMU;305
2016-06-01;Mercredi;13:00:00;Présent;Résident ;All-FIMU;8267
2016-06-01;Mercredi;13:00:00;Présent;Touriste Français;All-FIMU;2505
2016-06-01;Mercredi;13:00:00;Présent;Touriste Etranger;All-FIMU;455
2016-06-01;Mercredi;13:30:00;Présent;Résident ;All-FIMU;7513
2016-06-01;Mercredi;13:30:00;Présent;Touriste Français;All-FIMU;2337
2016-06-01;Mercredi;13:30:00;Présent;Touriste Etranger;All-FIMU;447
2016-06-01;Mercredi;14:00:00;Présent;Résident ;All-FIMU;7642
2016-06-01;Mercredi;14:00:00;Présent;Touriste Français;All-FIMU;2297
2016-06-01;Mercredi;14:00:00;Présent;Touriste Etranger;All-FIMU;492
2016-06-01;Mercredi;14:30:00;Présent;Résident ;All-FIMU;8055
2016-06-01;Mercredi;14:30:00;Présent;Touriste Français;All-FIMU;2351
2016-06-01;Mercredi;14:30:00;Présent;Touriste Etranger;All-FIMU;350
2016-06-01;Mercredi;15:00:00;Présent;Résident ;All-FIMU;8384
2016-06-01;Mercredi;15:00:00;Présent;Touriste Français;All-FIMU;2382
2016-06-01;Mercredi;15:00:00;Présent;Touriste Etranger;All-FIMU;554
2016-06-01;Mercredi;15:30:00;Présent;Résident ;All-FIMU;8337
2016-06-01;Mercredi;15:30:00;Présent;Touriste Français;All-FIMU;2303
2016-06-01;Mercredi;15:30:00;Présent;Touriste Etranger;All-FIMU;414
2016-06-01;Mercredi;16:00:00;Présent;Résident ;All-FIMU;8418
2016-06-01;Mercredi;16:00:00;Présent;Touriste Français;All-FIMU;2408
2016-06-01;Mercredi;16:00:00;Présent;Touriste Etranger;All-FIMU;415
2016-06-01;Mercredi;16:30:00;Présent;Résident ;All-FIMU;8699
2016-06-01;Mercredi;16:30:00;Présent;Touriste Français;All-FIMU;2544
2016-06-01;Mercredi;16:30:00;Présent;Touriste Etranger;All-FIMU;208
2016-06-01;Mercredi;17:00:00;Présent;Résident ;All-FIMU;8922
2016-06-01;Mercredi;17:00:00;Présent;Touriste Français;All-FIMU;2616
2016-06-01;Mercredi;17:00:00;Présent;Touriste Etranger;All-FIMU;221
2016-06-01;Mercredi;17:30:00;Présent;Résident ;All-FIMU;8847
2016-06-01;Mercredi;17:30:00;Présent;Touriste Français;All-FIMU;2474
2016-06-01;Mercredi;17:30:00;Présent;Touriste Etranger;All-FIMU;301
2016-06-01;Mercredi;18:00:00;Présent;Résident ;All-FIMU;8314
2016-06-01;Mercredi;18:00:00;Présent;Touriste Français;All-FIMU;2205
2016-06-01;Mercredi;18:00:00;Présent;Touriste Etranger;All-FIMU;397
2016-06-01;Mercredi;18:30:00;Présent;Résident ;All-FIMU;7693
2016-06-01;Mercredi;18:30:00;Présent;Touriste Français;All-FIMU;2175
2016-06-01;Mercredi;18:30:00;Présent;Touriste Etranger;All-FIMU;480
2016-06-01;Mercredi;19:00:00;Présent;Résident ;All-FIMU;7007
2016-06-01;Mercredi;19:00:00;Présent;Touriste Français;All-FIMU;2113
2016-06-01;Mercredi;19:00:00;Présent;Touriste Etranger;All-FIMU;455
2016-06-01;Mercredi;19:30:00;Présent;Résident ;All-FIMU;6529
2016-06-01;Mercredi;19:30:00;Présent;Touriste Français;All-FIMU;1961
2016-06-01;Mercredi;19:30:00;Présent;Touriste Etranger;All-FIMU;443
2016-06-01;Mercredi;20:00:00;Présent;Résident ;All-FIMU;6320
2016-06-01;Mercredi;20:00:00;Présent;Touriste Français;All-FIMU;1662
2016-06-01;Mercredi;20:00:00;Présent;Touriste Etranger;All-FIMU;439
2016-06-01;Mercredi;20:30:00;Présent;Résident ;All-FIMU;6031
2016-06-01;Mercredi;20:30:00;Présent;Touriste Français;All-FIMU;1583
2016-06-01;Mercredi;20:30:00;Présent;Touriste Etranger;All-FIMU;469
2016-06-01;Mercredi;21:00:00;Présent;Résident ;All-FIMU;5877
2016-06-01;Mercredi;21:00:00;Présent;Touriste Français;All-FIMU;1457
2016-06-01;Mercredi;21:00:00;Présent;Touriste Etranger;All-FIMU;479
2016-06-01;Mercredi;21:30:00;Présent;Résident ;All-FIMU;5786
2016-06-01;Mercredi;21:30:00;Présent;Touriste Français;All-FIMU;1361
2016-06-01;Mercredi;21:30:00;Présent;Touriste Etranger;All-FIMU;463
2016-06-01;Mercredi;22:00:00;Présent;Résident ;All-FIMU;5521
2016-06-01;Mercredi;22:00:00;Présent;Touriste Français;All-FIMU;1161
2016-06-01;Mercredi;22:00:00;Présent;Touriste Etranger;All-FIMU;447
2016-06-01;Mercredi;22:30:00;Présent;Résident ;All-FIMU;5338
2016-06-01;Mercredi;22:30:00;Présent;Touriste Français;All-FIMU;1067
2016-06-01;Mercredi;22:30:00;Présent;Touriste Etranger;All-FIMU;440
2016-06-01;Mercredi;23:00:00;Présent;Résident ;All-FIMU;5202
2016-06-01;Mercredi;23:00:00;Présent;Touriste Français;All-FIMU;1032
2016-06-01;Mercredi;23:00:00;Présent;Touriste Etranger;All-FIMU;434
2016-06-01;Mercredi;23:30:00;Présent;Résident ;All-FIMU;5090
2016-06-01;Mercredi;23:30:00;Présent;Touriste Français;All-FIMU;990
2016-06-01;Mercredi;23:30:00;Présent;Touriste Etranger;All-FIMU;423
2016-06-02;Jeudi;12:00:00;Présent;Résident ;All-FIMU;7385
2016-06-02;Jeudi;12:00:00;Présent;Touriste Français;All-FIMU;2434
2016-06-02;Jeudi;12:00:00;Présent;Touriste Etranger;All-FIMU;476
2016-06-02;Jeudi;12:30:00;Présent;Résident ;All-FIMU;8081
2016-06-02;Jeudi;12:30:00;Présent;Touriste Français;All-FIMU;2743
2016-06-02;Jeudi;12:30:00;Présent;Touriste Etranger;All-FIMU;558
2016-06-02;Jeudi;13:00:00;Présent;Résident ;All-FIMU;7968
2016-06-02;Jeudi;13:00:00;Présent;Touriste Français;All-FIMU;2815
2016-06-02;Jeudi;13:00:00;Présent;Touriste Etranger;All-FIMU;452
2016-06-02;Jeudi;13:30:00;Présent;Résident ;All-FIMU;7556
2016-06-02;Jeudi;13:30:00;Présent;Touriste Français;All-FIMU;2712
2016-06-02;Jeudi;13:30:00;Présent;Touriste Etranger;All-FIMU;572
2016-06-02;Jeudi;14:00:00;Présent;Résident ;All-FIMU;7456
2016-06-02;Jeudi;14:00:00;Présent;Touriste Français;All-FIMU;2675
2016-06-02;Jeudi;14:00:00;Présent;Touriste Etranger;All-FIMU;438
2016-06-02;Jeudi;14:30:00;Présent;Résident ;All-FIMU;7637
2016-06-02;Jeudi;14:30:00;Présent;Touriste Français;All-FIMU;2715
2016-06-02;Jeudi;14:30:00;Présent;Touriste Etranger;All-FIMU;470
2016-06-02;Jeudi;15:00:00;Présent;Résident ;All-FIMU;7969
2016-06-02;Jeudi;15:00:00;Présent;Touriste Français;All-FIMU;2678
2016-06-02;Jeudi;15:00:00;Présent;Touriste Etranger;All-FIMU;339
2016-06-02;Jeudi;15:30:00;Présent;Résident ;All-FIMU;8319
2016-06-02;Jeudi;15:30:00;Présent;Touriste Français;All-FIMU;2636
2016-06-02;Jeudi;15:30:00;Présent;Touriste Etranger;All-FIMU;347
2016-06-02;Jeudi;16:00:00;Présent;Résident ;All-FIMU;8636
2016-06-02;Jeudi;16:00:00;Présent;Touriste Français;All-FIMU;2546
2016-06-02;Jeudi;16:00:00;Présent;Touriste Etranger;All-FIMU;267
2016-06-02;Jeudi;16:30:00;Présent;Résident ;All-FIMU;9070
2016-06-02;Jeudi;16:30:00;Présent;Touriste Français;All-FIMU;2573
2016-06-02;Jeudi;16:30:00;Présent;Touriste Etranger;All-FIMU;243
2016-06-02;Jeudi;17:00:00;Présent;Résident ;All-FIMU;9041
2016-06-02;Jeudi;17:00:00;Présent;Touriste Français;All-FIMU;2426
